text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,target,cleaned_text
c0ck,cock,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,cck
c0ckhead,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cckhead
c0cks,cock,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,ccks
c0cksuccer,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,ccksuccer
c0cksucked,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,ccksucked
c0cksucker,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,ccksucker
c0cksuckers,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,ccksuckers
c0x,cock,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,cx
c0xux0r,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cxuxr
caaak,cock,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,caaak
caca,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,caca
cack,cock,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,cack
cagone,cojones,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,cagone
cajones,cojones,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,cajones
Camel jockey,camel jockey,,,racial / ethnic slurs,animal references,none,2.8,Severe,racial / ethnic slurs_Severe,camel jockey
cameltoe,cameltoe,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,cameltoe
carpet muncher,carpet muncher,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,carpet muncher
carpetmuncher,carpet muncher,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,carpetmuncher
carpetmunchers,carpet muncher,,,sexual orientation / gender,none,none,2.2,Strong,sexual orientation / gender_Strong,carpetmunchers
carpetmunching,carpet muncher,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,carpetmunching
cawk,cock,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,cawk
cawk muncher,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cawk muncher
cawkmuncher,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cawkmuncher
cawks,cock,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,cawks
cawksucker,cock,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cawksucker
ch1nk,chink,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,chnk
chesticles,testicles,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,chesticles
china-virus,china virus,,,political,none,none,2.2,Strong,political_Strong,chinavirus
chinavirus,china virus,,,political,none,none,2.6,Severe,political_Severe,chinavirus
chinese-virus,china virus,,,political,none,none,2.8,Severe,political_Severe,chinesevirus
chingchong,chingchong,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,chingchong
chink,chink,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,chink
chinky,chink,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,chinky
choad nectar,choad,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,choad nectar
chocha,chocha,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,chocha
choke the chicken,choke the chicken,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,choke chicken
cholo,cholo,,,racial / ethnic slurs,none,none,1.6,Strong,racial / ethnic slurs_Strong,cholo
clitlickers,clit,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,clitlickers
closet fuckhead,fuck,,,sexual orientation / gender,none,none,2.8,Severe,sexual orientation / gender_Severe,closet fuckhead
clusterfuck,fuck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,clusterfuck
clusterfucked,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,clusterfucked
clusterfucker,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,clusterfucker
clusterfucking,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,clusterfucking
clusterfucks,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,clusterfucks
cobb knobbler,knob,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cobb knobbler
cock,cock,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,cock
cock droplets,cock,,,bodily fluids / excrement,sexual anatomy / sexual acts,none,2.4,Strong,bodily fluids / excrement_Strong,cock droplet
cock head,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cock head
cock jockey,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cock jockey
cock knocker,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cock knocker
cock licker,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cock licker
cock munch,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cock munch
cock rider,cock,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cock rider
cock smoker,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cock smoker
cock snot,cock,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cock snot
cock suck,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cock suck
cock sucker,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cock sucker
cock sucking,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cock sucking
cock sucking boiolas,cock,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cock sucking boiolas
cock sucking nob jokeys,cock,knob,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cock sucking nob jokeys
cock tease,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cock tease
cock-face,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cockface
cock-gobbler,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cockgobbler
cock-head,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cockhead
cock-sucker,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksucker
cock-suckers,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksucker
cockboy,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cockboy
cockeater,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cockeater
cockface,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cockface
cockgobbler,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cockgobbler
cockh3ad,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cockhad
cockhead,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cockhead
cockheads,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cockheads
cockhed,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cockhed
cockless,cock,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,cockless
cocklicker,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocklicker
cockmonger,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cockmonger
cockmunch,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cockmunch
cockmuncher,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cockmuncher
cocks,cock,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,cock
cockshit,cock,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cockshit
cockskin,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,cockskin
cocksmoker,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksmoker
cocksucc,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksucc
cocksuccas,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksuccas
cocksuccer,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksuccer
cocksuccers,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksuccers
cocksuck,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksuck
cocksuckas,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cocksuckas
cocksucked,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksucked
cocksucker,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksucker
cocksuckers,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksucker
cocksucking,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cocksucking
cocksucking mothafuckers,motherfucker,cock,,sexual anatomy / sexual acts,other / general insult,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cocksucking mothafuckers
cocksucks,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksucks
cocksuk,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksuk
cocksuka,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocksuka
cocksukka,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cocksukka
cocsuck,cock,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cocsuck
cokmuncher,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cokmuncher
coksucka,cock,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,coksucka
coolie,coolie,,,racial / ethnic slurs,none,none,1.8,Strong,racial / ethnic slurs_Strong,coolie
coon,coon,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,coon
coon1es,coon,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,coones
cooni3s,coon,,,racial / ethnic slurs,none,none,2.4,Strong,racial / ethnic slurs_Strong,coonis
coonie,coon,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,coonie
coonies,coon,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,coonies
coons,coon,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,coon
coot,coot,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,coot
coot coot,coot,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,coot coot
cooter,coot,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,cooter
cooter shooting,coot,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cooter shooting
cooterpuffing,coot,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cooterpuffing
cooties,cooties,,,other / general insult,none,none,1.0,Mild,other / general insult_Mild,cootie
cotton picker,cotton picker,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,cotton picker
crazy mofos,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,1.4,Mild,sexual anatomy / sexual acts_Mild,crazy mofos
crazy sob,bitch,,,mental disability,none,none,1.4,Mild,mental disability_Mild,crazy sob
creampie,creampie,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,creampie
crotch,crotch,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,crotch
crotch fiddler,crotch,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,crotch fiddler
crotchy,crotch,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,crotchy
crow,crow,,,animal references,none,none,1.0,Mild,animal references_Mild,crow
crows,crow,,,sexual orientation / gender,animal references,none,1.4,Mild,sexual orientation / gender_Mild,crow
cuksuker,cock,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cuksuker
cuksukka,cock,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cuksukka
cum goon,cum,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cum goon
cumball,cum,,,bodily fluids / excrement,none,none,2.4,Strong,bodily fluids / excrement_Strong,cumball
cumdumpster,cum,,,bodily fluids / excrement,none,none,2.8,Severe,bodily fluids / excrement_Severe,cumdumpster
cumming,cum,,,bodily fluids / excrement,none,none,1.6,Strong,bodily fluids / excrement_Strong,cumming
cums,cum,,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,cum
cumslut,cum,,,bodily fluids / excrement,other / general insult,none,2.8,Severe,bodily fluids / excrement_Severe,cumslut
cumz,cum,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,cumz
cunnilingus,cunnilingus,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cunnilingus
cunt,cunt,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cunt
cunt ass,cunt,ass,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cunt as
cunt fart,cunt,fart,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cunt fart
cunt lick,cunt,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cunt lick
cunt licker,cunt,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cunt licker
cunt lips,cunt,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cunt lip
cuntasaurus rex,cunt,,,sexual anatomy / sexual acts,animal references,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cuntasaurus rex
cuntbag,cunt,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cuntbag
cuntbollock,cunt,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cuntbollock
cuntelope,cunt,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cuntelope
cuntits,cunt,tits,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cuntits
cuntless,cunt,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cuntless
cuntlick,cunt,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cuntlick
cuntlicker,cunt,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cuntlicker
cuntlickers,cunt,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cuntlickers
cuntness,cunt,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,cuntness
cunts,cunt,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cunt
cunty,cunt,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cunty
cuntz,cunt,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,cuntz
cuunt,cunt,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,cuunt
cyberfck,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cyberfck
cyberfcks,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,cyberfcks
cyberfuccs,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cyberfuccs
cyberfucks,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cyberfucks
cyberfucs,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cyberfucs
cyberfukk,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,cyberfukk
cyberfukks,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,cyberfukks
