text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,processed_text
sheister,shit,,,racial / ethnic slurs,,,2.0,Strong,sheister
shemal3,shemale,,,sexual orientation / gender,,,1.8,Strong,shemal3
shemale,shemale,,,sexual orientation / gender,,,2.6,Severe,shemale
shemales,shemale,,,sexual orientation / gender,,,1.8,Strong,shemales
shet,shit,,,bodily fluids / excrement,,,1.0,Mild,shet
shi+,shit,,,bodily fluids / excrement,,,1.0,Mild,shi
shi+e,shit,,,bodily fluids / excrement,,,1.0,Mild,shie
shi+y,shit,,,bodily fluids / excrement,,,1.0,Mild,shiy
shiat,shit,,,bodily fluids / excrement,,,1.0,Mild,shiat
shiddick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shiddick
shiester,shiester,,,racial / ethnic slurs,,,2.0,Strong,shiester
shiesterfuck,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.2,Strong,shiesterfuck
shiesterfuckface,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.8,Severe,shiesterfuckface
shiesterfuckhead,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.2,Strong,shiesterfuckhead
shiesterfucks,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.4,Strong,shiesterfucks
shipdit,shit,,,bodily fluids / excrement,,,1.4,Mild,shipdit
shit,shit,,,bodily fluids / excrement,,,1.2,Mild,shit
shit face,shit,,,bodily fluids / excrement,physical attributes,,1.8,Strong,shit face
shit for brains,shit,,,bodily fluids / excrement,mental disability,,1.6,Strong,shit brain
shit fuck,fuck,shit,,other / general insult,bodily fluids / excrement,,2.4,Strong,shit fuck
shit fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.8,Severe,shit fucker
shit head,shit,,,bodily fluids / excrement,,,1.8,Strong,shit head
shit licker,shit,,,bodily fluids / excrement,sexual anatomy / sexual acts,,2.0,Strong,shit licker
shit stain,shit,,,bodily fluids / excrement,,,1.8,Strong,shit stain
shit-arse,shit,arse,,sexual anatomy / sexual acts,,,1.6,Strong,shitarse
shit-ass,shit,ass,,bodily fluids / excrement,,,2.0,Strong,shitass
shit-bandit,shit,,,bodily fluids / excrement,other / general insult,,1.6,Strong,shitbandit
shit-fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe,shitfucker
shit-stuffers,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong,shitstuffers
shit3,shit,,,bodily fluids / excrement,,,1.0,Mild,shit3
shitass,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shitass
shitasses,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shitasses
shitassfucker,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe,shitassfucker
shitassfuckface,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe,shitassfuckface
shitbag,shit,,,bodily fluids / excrement,,,2.0,Strong,shitbag
shitbird,shit,,,bodily fluids / excrement,,,1.8,Strong,shitbird
shitblimp,shit,,,bodily fluids / excrement,physical attributes,,1.6,Strong,shitblimp
shitblimps,shit,,,bodily fluids / excrement,physical attributes,,1.6,Strong,shitblimps
shitbrain,shit,,,bodily fluids / excrement,,,2.0,Strong,shitbrain
shitd1ck,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shitd1ck
shitdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong,shitdick
shitdicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shitdicks
shitdikk,shit,dick,,bodily fluids / excrement,,,2.0,Strong,shitdikk
shitdip,shit,,,bodily fluids / excrement,,,1.8,Strong,shitdip
shite,shit,,,bodily fluids / excrement,,,1.0,Mild,shite
shiteblimps,shit,,,bodily fluids / excrement,,,1.8,Strong,shiteblimps
shited,shit,,,bodily fluids / excrement,,,1.2,Mild,shited
shitedick,shit,dick,,sexual anatomy / sexual acts,,,2.0,Strong,shitedick
shitefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.6,Strong,shitefuck
shitefulls,shit,,,bodily fluids / excrement,,,1.8,Strong,shitefulls
shitehead,shit,,,bodily fluids / excrement,,,1.8,Strong,shitehead
shites,shit,,,bodily fluids / excrement,,,1.0,Mild,shite
shitey,shit,,,bodily fluids / excrement,,,1.2,Mild,shitey
shitface,shit,,,bodily fluids / excrement,,,2.0,Strong,shitface
shitfaced,shit,,,bodily fluids / excrement,physical attributes,,1.2,Mild,shitfaced
shitfacefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.8,Severe,shitfacefuck
shitfacefucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe,shitfacefucker
shitfck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong,shitfck
shitfk,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong,shitfk
shitfreak,shit,,,bodily fluids / excrement,,,2.0,Strong,shitfreak
shitfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong,shitfuck
shitfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong,shitfucker
shitfuckhead,fuck,shit,,other / general insult,bodily fluids / excrement,,2.6,Severe,shitfuckhead
shitfuckmotherfucker,motherfucker,shit,fuck,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe,shitfuckmotherfucker
shitfucks,fuck,shit,,sexual anatomy / sexual acts,,,2.4,Strong,shitfucks
shitfudgefucker,fuck,shit,fudge packer,bodily fluids / excrement,other / general insult,,2.6,Severe,shitfudgefucker
shitfvck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong,shitfvck
shithead,shit,,,bodily fluids / excrement,,,1.8,Strong,shithead
shitheadfucker,fuck,shit,,sexual anatomy / sexual acts,,,2.8,Severe,shitheadfucker
shitheadfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.4,Strong,shitheadfuckface
shitheads,shit,,,bodily fluids / excrement,,,1.8,Strong,shithead
shithole,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong,shithole
shits,shit,,,bodily fluids / excrement,,,1.0,Mild,shit
shitsdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong,shitsdick
shitsfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong,shitsfuck
shitsful,shit,,,bodily fluids / excrement,,,1.0,Mild,shitsful
shittastic,shit,,,bodily fluids / excrement,,,1.2,Mild,shittastic
shittasticfuck,fuck,shit,,bodily fluids / excrement,,,2.2,Strong,shittasticfuck
shitte,shit,,,bodily fluids / excrement,,,1.0,Mild,shitte
shitted,shit,,,bodily fluids / excrement,,,1.2,Mild,shitted
shitter,shit,,,bodily fluids / excrement,,,1.0,Mild,shitter
shitterfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.6,Severe,shitterfucker
shitti,shit,,,bodily fluids / excrement,,,1.0,Mild,shitti
shitties,shit,,,bodily fluids / excrement,,,1.0,Mild,shitties
shittiest,shit,,,bodily fluids / excrement,,,1.2,Mild,shittiest
shitting,shit,,,bodily fluids / excrement,,,1.4,Mild,shitting
shittings,shit,,,bodily fluids / excrement,,,1.2,Mild,shitting
shitty,shit,,,bodily fluids / excrement,,,1.0,Mild,shitty
shitty mofoes,shit,motherfucker,,bodily fluids / excrement,sexual anatomy / sexual acts,other / general insult,1.6,Strong,shitty mofoes
shittydick,shit,dick,,bodily fluids / excrement,sexual anatomy / sexual acts,,2.0,Strong,shittydick
shittydicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,shittydicks
shittyfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong,shittyfuck
shittyfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong,shittyfuckface
shittyful,shit,,,bodily fluids / excrement,,,1.6,Strong,shittyful
shlong,shlong,,,sexual anatomy / sexual acts,,,1.0,Mild,shlong
shmale,shemale,,,sexual orientation / gender,,,1.4,Mild,shmale
shtfuk,shit,fuck,,other / general insult,bodily fluids / excrement,,1.8,Strong,shtfuk
shut the fuck up,fuck,,,other / general insult,,,2.2,Strong,shut fuck
shylock,shylock,,,racial / ethnic slurs,,,1.6,Strong,shylock
shytfeisterfuck,fuck,,,sexual anatomy / sexual acts,,,2.6,Severe,shytfeisterfuck
sissy,sissy,,,sexual orientation / gender,,,1.0,Mild,sissy
sixty-nine,69,,,sexual anatomy / sexual acts,,,1.2,Mild,sixtynine
sk@nks,skank,,,sexual orientation / gender,,,1.6,Strong,sknks
sk@nky,skank,,,sexual orientation / gender,,,1.0,Mild,sknky
sk@nkz,skank,,,sexual orientation / gender,,,1.4,Mild,sknkz
skank,skank,,,sexual orientation / gender,,,1.8,Strong,skank
skanks,skank,,,sexual orientation / gender,,,1.2,Mild,skank
skanky,skank,,,sexual orientation / gender,,,1.4,Mild,skanky
skankz,skank,,,sexual orientation / gender,,,1.6,Strong,skankz
sl@nteye,slant eye,,,racial / ethnic slurs,physical attributes,,3.0,Severe,slnteye
slag,slag,,,sexual orientation / gender,,,1.6,Strong,slag
slantard,retard,slant eye,,racial / ethnic slurs,,,2.8,Severe,slantard
slanteye,slant eye,,,racial / ethnic slurs,physical attributes,,3.0,Severe,slanteye
slanteye b1tch,bitch,slant eye,,racial / ethnic slurs,sexual orientation / gender,,2.6,Severe,slanteye b1tch
slanteyes,slant eye,,,racial / ethnic slurs,,,3.0,Severe,slanteyes
slanteyeshit,shit,slant eye,,bodily fluids / excrement,racial / ethnic slurs,,3.0,Severe,slanteyeshit
slantfreak,slant eye,,,racial / ethnic slurs,physical attributes,,2.6,Severe,slantfreak
slanty,slant eye,,,racial / ethnic slurs,physical attributes,,2.6,Severe,slanty
slit,slit,,,sexual orientation / gender,,,1.6,Strong,slit
slut,slut,,,sexual orientation / gender,,,2.0,Strong,slut
slut hole,slut,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong,slut hole
sluts,slut,,,sexual orientation / gender,,,1.6,Strong,slut
slutty,slut,,,sexual orientation / gender,,,1.8,Strong,slutty
snatch,snatch,,,sexual anatomy / sexual acts,,,1.0,Mild,snatch
snatch licker,snatch,,,sexual anatomy / sexual acts,,,2.8,Severe,snatch licker
soab,bitch,,,other / general insult,sexual orientation / gender,,1.6,Strong,soab
son o bitch,bitch,,,sexual orientation / gender,,,1.6,Strong,son bitch
son of a bitch,bitch,,,other / general insult,sexual orientation / gender,,1.2,Mild,son bitch
son-of-a-bitch,bitch,,,sexual orientation / gender,other / general insult,,1.2,Mild,sonofabitch
sonna bitch,bitch,,,sexual orientation / gender,other / general insult,,1.2,Mild,sonna bitch
sonofabitch,bitch,,,other / general insult,sexual orientation / gender,,1.4,Mild,sonofabitch
sonofbitches,bitch,,,sexual orientation / gender,other / general insult,,1.0,Mild,sonofbitches
sons of b1tches,bitch,,,sexual orientation / gender,,,1.6,Strong,son b1tches
sons of bitches,bitch,,,other / general insult,sexual orientation / gender,,1.6,Strong,son bitch
sons-of-bitches,bitch,,,other / general insult,sexual orientation / gender,,1.4,Mild,sonsofbitches
sonz of bitchez,bitch,,,other / general insult,sexual orientation / gender,,1.8,Strong,sonz bitchez
soppy bollucks,bollocks,,,sexual anatomy / sexual acts,,,1.6,Strong,soppy bollucks
spanking,spank,,,sexual anatomy / sexual acts,,,1.0,Mild,spanking
sperm,sperm,,,bodily fluids / excrement,,,1.0,Mild,sperm
sphincter,sphincter,,,sexual anatomy / sexual acts,,,1.0,Mild,sphincter
spic,spic,,,racial / ethnic slurs,,,3.0,Severe,spic
spicfuck,fuck,spic,,sexual anatomy / sexual acts,racial / ethnic slurs,,3.0,Severe,spicfuck
spick,spic,,,racial / ethnic slurs,,,2.8,Severe,spick
spics,spic,,,racial / ethnic slurs,,,2.8,Severe,spic
spicshit,spic,shit,,bodily fluids / excrement,racial / ethnic slurs,,3.0,Severe,spicshit
spig,spic,,,racial / ethnic slurs,,,2.6,Severe,spig
spik,spic,,,racial / ethnic slurs,,,3.0,Severe,spik
spix,spic,,,racial / ethnic slurs,,,3.0,Severe,spix
spook,spook,,,racial / ethnic slurs,,,3.0,Severe,spook
spooks,spook,,,racial / ethnic slurs,,,2.6,Severe,spook
spunk,spunk,,,bodily fluids / excrement,,,1.2,Mild,spunk
stfu,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,stfu
stump chewer,stump chewer,,,sexual anatomy / sexual acts,,,1.4,Mild,stump chewer
stupid fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,stupid fucker
stupid hoe,hoe,,,sexual orientation / gender,,,2.4,Strong,stupid hoe
stupidasses,ass,,,sexual anatomy / sexual acts,mental disability,,1.0,Mild,stupidasses
suck,suck,,,sexual anatomy / sexual acts,,,1.0,Mild,suck
suck my cock,cock,,,sexual anatomy / sexual acts,,,2.2,Strong,suck cock
suck my d,dick,,,sexual anatomy / sexual acts,,,1.8,Strong,suck
suck my dick,dick,,,sexual anatomy / sexual acts,,,2.2,Strong,suck dick
suck off,suck,,,sexual anatomy / sexual acts,,,1.8,Strong,suck
sum of a bitch,bitch,,,other / general insult,sexual orientation / gender,,1.4,Mild,sum bitch
sumbitch,bitch,,,sexual orientation / gender,,,1.6,Strong,sumbitch
swine,swine,,,animal references,,,1.0,Mild,swine
swine fucker,fuck,swine,,sexual anatomy / sexual acts,animal references,,2.8,Severe,swine fucker
tacohead,tacohead,,,racial / ethnic slurs,,,2.4,Strong,tacohead
tadger,tadger,,,sexual anatomy / sexual acts,,,1.4,Mild,tadger
taking the piss,taking the piss,,,bodily fluids / excrement,,,1.0,Mild,taking piss
tallywacker,tallywacker,,,sexual anatomy / sexual acts,,,1.2,Mild,tallywacker
tar-baby,tar-baby,,,racial / ethnic slurs,,,2.6,Severe,tarbaby
tard,retard,,,mental disability,,,2.8,Severe,tard
tard asses,ass,,,sexual anatomy / sexual acts,mental disability,,3.0,Severe,tard ass
tart,tart,,,mental disability,sexual anatomy / sexual acts,sexual orientation / gender,1.2,Mild,tart
throat yogurt,throat yogurt,,,bodily fluids / excrement,,,1.8,Strong,throat yogurt
throater,throater,,,sexual anatomy / sexual acts,,,2.4,Strong,throater
tickle the pickle,tickle the pickle,,,sexual anatomy / sexual acts,,,1.2,Mild,tickle pickle
timber nigger,nigger,,,racial / ethnic slurs,,,3.0,Severe,timber nigger
tits,tit,,,sexual anatomy / sexual acts,,,1.0,Mild,tit
tongue fucker,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong,tongue fucker
tongue fucking,fuck,,,sexual anatomy / sexual acts,,,2.8,Severe,tongue fucking
tosser,tosser,,,other / general insult,,,1.2,Mild,tosser
tossing salad,tossing salad,,,sexual anatomy / sexual acts,,,1.8,Strong,tossing salad
towelhead,towelhead,,,racial / ethnic slurs,,,3.0,Severe,towelhead
towelheads,towelhead,,,racial / ethnic slurs,,,3.0,Severe,towelheads
towelshithead,towelhead,shit,,racial / ethnic slurs,,,2.6,Severe,towelshithead
tramp,tramp,,,sexual orientation / gender,,,1.6,Strong,tramp
Tranny,tranny,,,sexual orientation / gender,,,2.8,Severe,tranny
transvestite,transvestite,,,sexual orientation / gender,,,2.4,Strong,transvestite
trashb1tch,bitch,trash,,sexual orientation / gender,,,1.8,Strong,trashb1tch
trashbitch,bitch,trash,,sexual orientation / gender,other / general insult,,2.0,Strong,trashbitch
trashbitches,bitch,trash,,sexual orientation / gender,,,1.4,Mild,trashbitches
trashbitchez,bitch,trash,,sexual orientation / gender,,,1.2,Mild,trashbitchez
trashbtch,bitch,trash,,sexual orientation / gender,,,1.4,Mild,trashbtch
trasherbitch,bitch,trash,,sexual orientation / gender,other / general insult,,1.4,Mild,trasherbitch
trasherbitchs,bitch,trash,,sexual orientation / gender,,,1.2,Mild,trasherbitchs
trashybitches,bitch,,,sexual orientation / gender,,,1.8,Strong,trashybitches
trouser snake,trouser snake,,,sexual anatomy / sexual acts,,,1.0,Mild,trouser snake
trousersnake,trousersnake,,,sexual anatomy / sexual acts,,,1.4,Mild,trousersnake
turdcutter,turd,,,other / general insult,bodily fluids / excrement,,1.6,Strong,turdcutter
turdhead,turd,,,bodily fluids / excrement,,,1.6,Strong,turdhead
tw@t,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong,twt
twa+,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.2,Mild,twa
twat,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong,twat
twat waffle,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.0,Strong,twat waffle
twatface,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong,twatface
twats,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong,twat
twatt,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong,twatt
twattish,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong,twattish
twatzilla,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.0,Strong,twatzilla
twink,twink,,,sexual orientation / gender,,,1.2,Mild,twink
upskirts,upskirt,,,sexual anatomy / sexual acts,,,1.4,Mild,upskirts
useless fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,useless fucker
vag,vagina,,,sexual anatomy / sexual acts,,,1.2,Mild,vag
vajayjay,vagina,,,sexual anatomy / sexual acts,,,1.2,Mild,vajayjay
vulva,vulva,,,sexual anatomy / sexual acts,,,1.0,Mild,vulva
w@nker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.2,Mild,wnker
w@nkers,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wnkers
w4nk3r,wank,,,sexual anatomy / sexual acts,other / general insult,,1.6,Strong,w4nk3r
w4nker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,w4nker
wang,wang,,,sexual anatomy / sexual acts,,,1.4,Mild,wang
wang wrangler,wang,,,sexual anatomy / sexual acts,,,2.0,Strong,wang wrangler
wank,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wank
wank off,wank,,,sexual anatomy / sexual acts,,,1.0,Mild,wank
wank3r,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wank3r
wank3rs,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wank3rs
wankbastard,wank,bastard,,sexual anatomy / sexual acts,,,1.8,Strong,wankbastard
wanked,wank,,,sexual anatomy / sexual acts,,,1.2,Mild,wanked
wanker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wanker
wankers,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wanker
wankies,wank,,,sexual anatomy / sexual acts,,,1.6,Strong,wankies
wanking,wank,,,sexual anatomy / sexual acts,,,1.0,Mild,wanking
wanks,wank,,,sexual anatomy / sexual acts,,,1.0,Mild,wank
we1back,wetback,,,racial / ethnic slurs,,,2.6,Severe,we1back
weenie,weenie,,,sexual anatomy / sexual acts,,,1.0,Mild,weenie
weiner,weiner,,,sexual anatomy / sexual acts,,,1.0,Mild,weiner
wet back,wetback,,,racial / ethnic slurs,,,2.8,Severe,wet back
wetback,wetback,,,racial / ethnic slurs,,,3.0,Severe,wetback
wetbacks,wetback,,,racial / ethnic slurs,,,2.6,Severe,wetback
wh0r3,whore,,,sexual orientation / gender,,,2.0,Strong,wh0r3
wh0re,whore,,,sexual orientation / gender,,,2.0,Strong,wh0re
whack off,whack off,,,sexual anatomy / sexual acts,,,1.2,Mild,whack
what the fuck,fuck,,,other / general insult,,,2.2,Strong,fuck
whoar,whore,,,sexual orientation / gender,,,1.8,Strong,whoar
whoars,whore,,,sexual orientation / gender,,,2.0,Strong,whoars
whor3,whore,,,sexual orientation / gender,,,1.8,Strong,whor3
whore,whore,,,sexual orientation / gender,,,1.8,Strong,whore
whores,whore,,,sexual orientation / gender,,,2.0,Strong,whore
wigger,nigger,,,racial / ethnic slurs,,,2.6,Severe,wigger
willy-whacker,willy-whacker,,,sexual anatomy / sexual acts,,,1.8,Strong,willywhacker
window licker,window licker,,,mental disability,,,1.8,Strong,window licker
wise ass,ass,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wise as
wnker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild,wnker
wop,wop,,,racial / ethnic slurs,,,2.4,Strong,wop
wophead,wop,,,racial / ethnic slurs,,,2.2,Strong,wophead
zip in the wire,zipperhead,,,racial / ethnic slurs,,,1.4,Mild,zip wire
zipperhead,zipperhead,,,racial / ethnic slurs,,,2.4,Strong,zipperhead
